chr	start	end
chr1	599169	599230
chr8	6057255	6057550
chr9	140397490	140398112
chr9	5514289	5515301
chr16	84859308	84859512
chr2	4349324	4349601
chr12	559074	559145
chr18	6481829	6485713
chr3	99271415	99272699
chr17	15564414	15564600
chr16	49421041	49423461
chr2	99481719	99482312
chr2	104279882	104280156
chr20	4824168	4828267
chr12	126724702	126724953
chr13	36103644	36103869
chr19	211332	211463
chr20	14618766	14620102
chr5	25586004	25586086
chr19	56312578	56313274
chr17	5630542	5631705
chr4	155416413	155417214
chr6	155157679	155157878
chr15	80068921	80069194
chr22	17862099	17862724
chr1	119231403	119232898
chr17	15030844	15032052
chr16	87056072	87057607
chr17	13160337	13160621
chr11	4479353	4479480
chr17	93225	93343
chr10	130528429	130528591
chr6	162951994	162952734
chr2	201240653	201240989
chr1	175292184	175292354
chr13	30458092	30458254
chr1	156959540	156959658
chr2	187047764	187047920
chr7	50087725	50087916
chr11	2033635	2034907
chr15	23316602	23317157
chr6	150087350	150087874
chr13	41732752	41733836
chr1	236117203	236117494
chr4	188772134	188772482
chrX	115146484	115146626
chr5	17184951	17185074
chr2	107513729	107513887
chr5	21964713	21964877
chr11	132437288	132437641
chr1	191175968	191176348
chr3	1049210	1049570
chr3	101359716	101359807
chr7	64460520	64460981
chr17	8421025	8421716
chr9	2669267	2669659
chr12	26376883	26377192
chr11	62156691	62157978
chr7	57988358	57988512
chr1	185088168	185088914
chr2	115374899	115384014
chr16	49057054	49057270
chr1	188409746	188409980
chr9	9006155	9006707
chr9	19466472	19466915
chr12	23876375	23876789
chr4	73907025	73907212
chr14	107151264	107153186
chr3	87507004	87507186
chr5	20991448	20991794
chr17	15400563	15400819
chr4	158035386	158035830
chr3	96001197	96002282
chr2	74485028	74485230
chr3	103754445	103754624
chr16	34502933	34503230
chr16	34962598	34962708
chr2	200214787	200215032
chr5	10315002	10315192
chr16	58656995	58657205
chr7	63117712	63117862
chr14	20996988	20997065
chr8	42783607	42783749
chr9	140045154	140045332
chr5	50531714	50531906
chr19	24158684	24159459
chr16	48871124	48871264
chr1	178426849	178427173
chr7	116003623	116003930
chr16	58656108	58656324
chr8	3181282	3181453
chr8	5859887	5860202
chr6	72130764	72130940
chrX	2439478	2439819
chr6	165323336	165323837
chr4	43529710	43529898
chr6	157273872	157274170
chr8	50553641	50554065
chr7	202188	202550
chr9	71580063	71580209
chr17	15787361	15787531
chr13	54768342	54768689
chr21	23972550	23972908
chr4	44967353	44967556
chr3	95380557	95380713
chr10	57373184	57373259
chr11	7124707	7124960
chr12	22601891	22602263
chr12	25494873	25495142
chr1	202269888	202270234
chr1	196354690	196355042
chrX	3010771	3011043
chr1	180301577	180303884
chr1	156272579	156272647
chr3	104193440	104195700
chr10	43593232	43593397
chr9	44357663	44357732
chr1	161748051	161748253
chr7	65822126	65822468
chr12	132170352	132170580
chr10	127218167	127218486
chr20	17001580	17001687
chr7	57939009	57939362
chr5	3354959	3355135
chr8	50450978	50451298
chr5	16399203	16399356
chr8	1026474	1026647
chr2	206229331	206229506
chr20	18944567	18944947
chr20	5384519	5385196
chr9	38411446	38411766
chr2	200322405	200322609
chr8	47515084	47515183
chr12	23180398	23180591
chr1	167319216	167319638
chr1	178444556	178450029
chr1	160573890	160574196
chr10	129279782	129280089
chr18	26593451	26593622
chr15	92915733	92916615
chr10	54563889	54564142
chr12	6565307	6565572
chr7	13487983	13489448
chr14	106741949	106742463
chr3	104388372	104389500
chr16	50401538	50401986
chr4	65339165	65339875
chr19	43009575	43010097
chr11	55091560	55091728
chrX	146751253	146751518
chr12	13956708	13957190
chr18	10781720	10782162
chr5	13934847	13935166
chr5	52108892	52109366
chr16	50536304	50536464
chr13	50062091	50062394
chr7	63341275	63342269
chr11	480434	482771
chr1	184710447	184711649
chr7	51257689	51257867
chr16	56863671	56863993
chr6	151295715	151295906
chr13	28105736	28105911
chr8	50100053	50101017
chrX	145059935	145060334
chr14	104954372	104954567
chr1	180308182	180308440
chr1	183992145	183992351
chr1	160518907	160519109
chr5	54387709	54387893
chr12	124574122	124574592
chr8	6075680	6075831
chr1	243640957	243641255
chr8	53864	54051
chr9	23806806	23807213
chr11	125568393	125569484
chr4	160813952	160814696
chr20	8606390	8606775
chr7	49271743	49273487
chr10	128828496	128828699
chr16	1448662	1448792
chr6	162451145	162451301
chr4	160531701	160531801
chrX	152359929	152360404
chr3	106980840	106980978
chrX	104060968	104061212
chr3	105308258	105308586
chr7	13583636	13583810
chr1	183692293	183692813
chr3	9809694	9810176
chr11	4011407	4011703
chr20	8535942	8536290
chr12	122107333	122107887
chr15	83461577	83461737
chr20	21326913	21327266
chr12	26532697	26532826
chr7	47276425	47276629
chr16	1325406	1325789
chr11	55476630	55477513
chr19	49383864	49384183
chr1	162964477	162964748
chr5	22804195	22805208
chr20	17431245	17432176
chr1	168948388	168948516
chr15	23040663	23041837
chr4	150807341	150811587
chr17	16388062	16388189
chr20	13018303	13018441
chr15	94372670	94372826
chr1	156380892	156381094
chr15	69829059	69829852
chr20	14108635	14108959
chr3	89282470	89282587
chr6	166377115	166377308
chr3	8769051	8769329
chr20	6520982	6521859
chr20	19590172	19591464
chr10	48467173	48467425
chr2	190564289	190564679
chr22	30810736	30810853
chr20	12621825	12622153
chr3	98346560	98346935
chr12	9906265	9907388
chr18	35834513	35834703
chrX	145547445	145547614
chr1	117830923	117831087
chr5	12980131	12980280
chr7	1440164	1440709
chr10	38986439	38986740
chr19	53292450	53303502
chr13	41922651	41923572
chr14	99488649	99488837
chr15	90307984	90309206
chr13	31184909	31185234
chr4	43160120	43161447
chr22	41064537	41065603
chr3	195138531	195138641
chr11	4368189	4368388
chr19	33023012	33024147
chr13	36423285	36423600
chr15	102321617	102321851
chr1	5142824	5143267
chr7	1140321	1140464
chr1	143689711	143690128
chr14	100097118	100097489
chr4	77951853	77952179
chr10	5054847	5054994
chr16	30580176	30580331
chr1	235867502	235867616
chr5	55696797	55697532
chr21	42072205	42072388
chr7	48170453	48172421
chr8	4456246	4456906
chr8	50034102	50034264
chr22	37351079	37351411
chr15	70898268	70898667
chr4	138191730	138191937
chr11	56705155	56705511
chr7	52248222	52252266
chr7	63397912	63398126
chr2	207887648	207888281
chr2	115938264	115938471
chr11	9072620	9075677
chr2	79252275	79252638
chr13	47768925	47769296
chr1	177889323	177889464
chr22	34045190	34045552
chr17	12908307	12908648
chr16	89213405	89213566
chr11	131587414	131587776
chr2	203211233	203211454
chr15	92410199	92410394
chr1	198003704	198003907
chr14	21760448	21762370
chr16	30338140	30338787
chr10	56421619	56424623
chr8	92150039	92150237
chr16	1441237	1441494
chr1	180871897	180872252
chr7	49821621	49822013
chr7	790988	791449
chr17	18816176	18816515
chr6	69327117	69328759
chr21	36909793	36910078
chr20	24840747	24840941
chr10	134348086	134348342
chr5	27488729	27488880
chr6	72349445	72349825
chr20	5566076	5566257
chr9	26503006	26503230
chr6	162508904	162509354
chr1	161156956	161157118
chr13	39744807	39745130
chr15	92282935	92283252
chr15	85989567	85989937
chr12	11080457	11080829
chr10	56016295	56016448
chr1	147326107	147327599
chr2	79301042	79301221
chr13	19472484	19472683
chr5	12879917	12880223
chr21	29885531	29885696
chrX	21607240	21607430
chr7	14852472	14853030
chr2	90281210	90281565
chrX	64939010	64939073
chr16	90011004	90011346
chrX	130657981	130658952
chr18	13909628	13909904
chr7	14070434	14070665
chr11	51105344	51105682
chr12	18300258	18300607
chrX	72243182	72243765
chr22	25159251	25159609
chr3	8605204	8605500
chr19	5532464	5532623
chr14	99629740	99630066
chr11	126879776	126880806
chr6	46177255	46177507
chr11	3996934	3997200
chr2	96360236	96360337
chr6	48138481	48139233
chr15	80270092	80270283
chr1	115924152	115924319
chrX	127121186	127121466
chr5	25978062	25979156
chr2	103333804	103334457
chr5	60246425	60246555
chr15	98603267	98603568
chr1	242791241	242791339
chr13	23473784	23480311
chr9	27054387	27054648
chr10	126617341	126617856
chr12	25483699	25483860
chr9	10456811	10457364
chr3	104796637	104796896
chr12	125674301	125674448
chr2	115147131	115147393
chr9	41576144	41576476
chr18	3709116	3709512
chr6	164885538	164885934
chr20	12922780	12922997
chr2	84244363	84244526
chr2	196066630	196067195
chr19	57443777	57444973
chr1	238422902	238423201
chr13	32641661	32641956
chr13	19425240	19426141
chr8	50296685	50297496
chr4	145058635	145058793
chr18	49894677	49895226
chr4	151727003	151728141
chr19	28537359	28537714
chr17	10334371	10334731
chr16	49722819	49722940
chr1	180012710	180013282
chr5	340026	340331
chr12	27299424	27299687
chr14	21600458	21600592
chr8	74729	75379
chr8	50978876	50979136
chr16	1461315	1461718
chr14	99742703	99743398
chr21	20810896	20812408
chr4	154474892	154477009
chr3	4560251	4560429
chr9	140408570	140408757
chr15	94794713	94794929
chr6	49381259	49381533
chr10	54006140	54006485
chr20	877211	877377
chr2	194698753	194698888
chr3	283811	284314
chr20	1665254	1665479
chr1	145187125	145187450
chr15	97650700	97651427
chr5	23841504	23841697
chr12	7129987	7130172
chr12	21365666	21366463
chr1	190599556	190599765
chr4	187313398	187313947
chr13	40724050	40724315
chr3	93622672	93622778
chr16	33901954	33902227
chr17	28475449	28476694
chr16	58211516	58212460
chr3	104731509	104731703
chr12	12292364	12292620
chr2	198388338	198388770
chr12	19838634	19838937
chr11	55110593	55110762
chr10	5104779	5105893
chr11	131122132	131122497
chr17	28185718	28186080
chr11	7404920	7405080
chr10	57010409	57010638
chr1	161599441	161599579
chr4	184998977	184999428
chr3	97942485	97942929
chr1	147711210	147711580
chr12	7604445	7605014
chr2	187823205	187823447
chr6	73747706	73747860
chr22	31457921	31458134
chr12	16911005	16911450
chr16	49721686	49721978
chr9	139635119	139636028
chr1	164593810	164594853
chr15	98347663	98347794
chr11	5131426	5131595
chr16	49348010	49348175
chr9	27956191	27957218
chr15	81061561	81061835
chr9	32477733	32477993
chr2	188053215	188053412
chr13	33073432	33073649
chr10	354667	356854
chr4	155571257	155571605
chr16	84620206	84620324
chr16	50007414	50007541
chr10	46763250	46763671
chr5	54713743	54713843
chrX	46149953	46150304
chr2	241480837	241483325
chr17	16197962	16198143
chr2	205263565	205263835
chr18	10817485	10818959
chr7	50253951	50254532
chr6	164523412	164524038
chr14	97910594	97910796
chr4	161025317	161025504
chr3	93945944	93946067
chr17	15884817	15885192
chr18	21027888	21028063
chr21	39196741	39196968
chr4	141550029	141550238
chr19	43252703	43253061
chrX	5229337	5229550
chr16	84639341	84639520
chr12	21303299	21303515
chr7	62643389	62643613
chr14	104804640	104810021
chr3	195330519	195331241
chr6	51848336	51849969
chr12	8058979	8059327
chr1	159473754	159474119
chr1	236945614	236947274
chr11	132673243	132673478
chr1	2018871	2018998
chr16	48862871	48862999
chr22	26862287	26863469
chr12	2232524	2233086
chr16	1938197	1938522
chr3	99879881	99880366
chr15	70192978	70193280
chr10	120123248	120123532
chr14	107042546	107042867
chr19	51401194	51401646
chr1	183950111	183950512
chr11	48424776	48425117
chr19	34208965	34210192
chr17	27647171	27647476
chr16	50471920	50472123
chr10	3991183	3992018
chr20	3984913	3985018
chr1	243565687	243565771
chr5	59163062	59163490
chr17	20780480	20783420
chr15	87379519	87379647
chr16	912604	912811
chr13	39381664	39386146
chr2	74012455	74012637
chr19	49323813	49324205
chr11	61660177	61660518
chr1	190854186	190854528
chr8	5950288	5950602
chrX	121059443	121059683
chr22	32512166	32512533
chr19	45321589	45322762
chr16	57070206	57070564
chr6	162608734	162608844
chr8	47110629	47111733
chr3	100080597	100082367
chr13	37899167	37901021
chr4	165108049	165108747
chr19	45266507	45266879
chr22	44671759	44673630
chr10	1717031	1717240
chr7	14719730	14720102
chr14	20681959	20682645
chr5	60820082	60820320
chr3	106975216	106983259
chr22	26284265	26285576
chr11	1397280	1398521
chr18	44613366	44613559
chr20	18966438	18966580
chr14	21562222	21562558
chr8	92146182	92146430
chr22	45765649	45766007
chr2	107332236	107332343
chr3	4280014	4280297
chr19	57148289	57148553
chr16	31195917	31196082
chr2	75924884	75928567
chr11	3616620	3617706
chr11	55775918	55776140
chr17	15839480	15839702
chr9	7804798	7804975
chr21	23071762	23072116
chr4	131769746	131770074
chr9	23499040	23499380
chr10	129716706	129717019
chr16	196299	196589
chr2	105727458	105727643
chr15	102427107	102427330
chr10	43670626	43671003
chr10	132415030	132415178
chr19	24531448	24531786
chr17	20981976	20982096
chr5	5518455	5518833
chr12	1788363	1788774
chr6	152620583	152621310
chr11	131404329	131404482
chr9	13450126	13450866
chr15	97986959	97987412
chr1	160051739	160052331
chr4	162399771	162399978
chr13	50839128	50839590
chr2	98687163	98687993
chr12	12374988	12375338
chr17	25649681	25649982
chr20	23977611	23977844
chr8	92589984	92590335
chr12	20453570	20453881
chr7	14523373	14524407
chr7	153198718	153199034
chr3	103832526	103832999
chr7	50481159	50481450
chr2	7647272	7647517
chr11	133332789	133332983
chr14	105678009	105678301
chr6	162280604	162280899
chr7	14720086	14720421
chr8	5570733	5570840
chr8	4493841	4494059
chr6	155444830	155445365
chr8	47111387	47115069
chr12	133670255	133670538
chr9	11382925	11383296
chr2	198232551	198232909
chr8	48417326	48418384
chr15	96944626	96944970
chr6	45370997	45372776
chr19	34697740	34698922
chr14	103912205	103912377
chr6	49503757	49503930
chr19	48468915	48469076
chr3	3213628	3213721
chr10	57357842	57358154
chr15	20743767	20743864
chr11	132306699	132306940
chr15	23180657	23180991
chr18	71336581	71336719
chr19	42869065	42869733
chr21	46297753	46297952
chr5	44968465	44968768
chr17	5902828	5903354
chr9	17693106	17693570
chr22	36509329	36509685
chr7	46210957	46211059
chr6	55236182	55236456
chr10	2632547	2633084
chr10	59637142	59637481
chr9	68709088	68709604
chr5	61759630	61759799
chr17	12858225	12858378
chr14	106605901	106606336
chr22	28676476	28676663
chr5	53814909	53815596
chr16	58263341	58263657
chr17	8219850	8221195
chr2	92090864	92091161
chr1	235748295	235748546
chr16	84792508	84792887
chr1	185285257	185285451
chr10	47545946	47546961
chr2	195979825	195980062
chr12	7847789	7847915
chr15	88836456	88836768
chr18	44472144	44474039
chr17	6834658	6834911
chr8	3988271	3988436
chr4	77885133	77885260
chr6	73851170	73852136
chr3	94535349	94535600
chr11	133681022	133681188
chr13	22779723	22779849
chr5	10399664	10400281
chr6	167578682	167579038
chr8	3982269	3982605
chr1	147503106	147503347
chr17	456110	456423
chr19	44697354	44697739
chr2	114157067	114160555
chr9	44175050	44175364
chr2	183222578	183223011
chr1	181528657	181528900
chr16	58283486	58285680
chr7	6968236	6968411
chr12	5337045	5337516
chr2	118098527	118098884
chr19	44405784	44407028
chr11	125785063	125785165
chr10	129597106	129597238
chr3	9483175	9483400
chr1	168789421	168789758
chr2	203211498	203211762
chr1	2072811	2073146
chr20	8305041	8305363
chr20	16949279	16949462
chr4	64876743	64877567
chr7	7117603	7119651
chr10	131915746	131916840
chr12	126169086	126169877
chr20	18461427	18461757
chr9	23929288	23929513
chr5	180338557	180338907
chr20	14414901	14415602
chr15	101903906	101904080
chr2	4104649	4104990
chr4	47282568	47282771
chr8	5636293	5636748
chr11	132457856	132458513
chr3	90493151	90493287
chr2	9754037	9755251
chr15	89090721	89091118
chr6	57631549	57637163
chr14	104066739	104066907
chr14	19292826	19293092
chr1	181933797	181934061
chr17	9425575	9427960
chr3	87345927	87346294
chr16	86960449	86960832
chr1	182621386	182621591
chr2	191381780	191382893
chr3	105457617	105457905
chr14	98361851	98362272
chr19	24314012	24314338
chr20	16351125	16351383
chr14	104409040	104409394
chr1	197851975	197852345
chr1	196195843	196196216
chr8	48701396	48701768
chr8	93006339	93006515
chr20	24952963	24953272
chr10	57308782	57309512
chr17	28124956	28125173
chr1	119874481	119874588
chr17	4971246	4971734
chr13	57543223	57543634
chr8	3849325	3849439
chr5	45394712	45399610
chrX	38909689	38910046
chr8	93148753	93149015
chrX	16101514	16105376
chr17	16799257	16799427
chr14	20272867	20272975
chr20	13352866	13353195
chr5	53472288	53473375
chr1	162250854	162251125
chr21	36300221	36300735
chr1	3331334	3331448
chr6	55199643	55199994
chr4	134140293	134140593
chr17	28238859	28239192
chr12	17976724	17976878
chr5	17106502	17106670
chr3	5385612	5386091
chr1	197459637	197459887
chr4	46983196	46983567
chr4	130274195	130274275
chr1	195019032	195019191
chr6	57700654	57701009
chr7	149702978	149703340
chr1	164814423	164814602
chr13	26970470	26970857
chr22	35282859	35283197
chr7	46425536	46426159
chr3	7055611	7056020
chr12	2012645	2013112
chr2	207721324	207721443
chr6	49011191	49014332
chr17	14219511	14219706
chr6	46705671	46705900
chr1	237142637	237142980
chr4	62992367	62993813
chr16	34542720	34543069
chr17	13807610	13807965
chr5	7294755	7294971
chr1	157699579	157699911
chr11	134360925	134361074
chr19	28062725	28063402
chr1	195791745	195791882
chr2	178254460	178255350
chr17	16505405	16505547
chr9	27090090	27090320
chr15	83672135	83672876
chr15	97459134	97459527
chr2	205592351	205592772
chr21	23349450	23350606
chr15	20093792	20094157
chr6	152014875	152014975
chr5	25827383	25827624
chr19	23325062	23325400
chr16	90061608	90061672
chr9	20703664	20703835
chr4	44970633	44971153
chr2	80317539	80317709
chr10	45861621	45862881
chr17	16446410	16446546
chr20	259685	259924
chr12	133507223	133507329
chr9	7458171	7461790
chr2	79483915	79489034
chr1	171136828	171137447
chr9	83386153	83386487
chr11	59652868	59654612
chr17	3857303	3857638
chr7	13853659	13853884
chr5	7946819	7946916
chr21	11179220	11179661
chr10	55943344	55943711
chr6	157384795	157384917
chr6	52387535	52387743
chr1	241533475	241534241
chr1	175364277	175364430
chr16	347039	347167
chr6	53519479	53520117
chr10	44696883	44697252
chr6	53863455	53863597
chr13	43327920	43328169
chr1	3191369	3191640
chr2	120528282	120528860
chr11	60970050	60970639
chr12	19482006	19482117
chr9	72300485	72300809
chr5	597950	598220
chr6	74176652	74176883
chr8	47233659	47234008
chr15	89087024	89087196
chr1	194867441	194867636
chr2	184520086	184520301
chr9	69168073	69168408
chr2	79453377	79453999
chr16	89012482	89012707
chr10	4132021	4132261
chr11	126607883	126608051
chrX	121438267	121438490
chr14	104343026	104343149
chr14	105424396	105424682
chr1	167316987	167317135
chr17	2713651	2714007
chr13	36295945	36296152
chr14	104970634	104970976
chr6	434693	435077
chr1	184224243	184224365
chr3	125730	125827
chr9	23579792	23580330
chr11	133708420	133710027
chr16	35124085	35125139
chr11	8787680	8787811
chr17	9008702	9009164
chr20	18497435	18497986
chr10	5782320	5783035
chr1	119434344	119434729
chr3	95621578	95625815
chr13	32731013	32731477
chr2	118746909	118747144
chr7	1372639	1372987
chr15	26772873	26772953
chr8	43292096	43292235
chr13	33291421	33291651
chr3	733526	742906
chr6	53793656	53795162
chr15	68229754	68230213
chr12	26964859	26965206
chr13	32233944	32234076
chr8	5043611	5044019
chr8	91986492	91986741
chr17	5458829	5459115
chr15	97682258	97682337
chr17	5699046	5699151
chr2	56096243	56097328
chr9	27149523	27149818
chr6	153631421	153631626
chr7	57594526	57594664
chr3	90406493	90406627
chr1	115904877	115905198
chrX	2893784	2896447
chr12	127139038	127139781
chr16	90022140	90022491
chr15	97562954	97563114
chr17	11319987	11320187
chr16	89548054	89548287
chr19	51624107	51624274
chr4	44360183	44360287
chr9	25790549	25790732
chr10	126396440	126396782
chr15	69018483	69018801
chr9	11352671	11352932
chr3	4124781	4124989
chr22	29702419	29704158
chr18	39403869	39404230
chr1	147326068	147326397
chr17	25470720	25472140
chr21	36210211	36210570
chr2	104316335	104316746
chrX	115821975	115822550
chr1	164306845	164307393
chr6	48309076	48309299
chr20	15776073	15776831
chr18	24787354	24787464
chr19	58670176	58670712
chr2	72663087	72664021
chr5	22142764	22142949
chr2	189936918	189937116
chr6	71899904	71900181
chr10	38990287	38991267
chr22	28781510	28781908
chr1	249237236	249237542
chr8	6055895	6056340
chr21	36014134	36014455
chr17	3852796	3852908
chr13	40347910	40349980
chr16	87152930	87153265
chr13	29496534	29496711
chr3	90085133	90085560
chr9	8684123	8684335
chr8	46903331	46904096
chr16	89080704	89080840
chr14	103342438	103342760
chr11	131059664	131060306
chr19	36185271	36185556
chr16	50105208	50105619
chr7	150251478	150252844
chr22	44077163	44077447
chr1	185419850	185420032
chr4	146111548	146111673
chr6	167658054	167658439
chr19	24050219	24050523
chr11	126753640	126753843
chr16	86396079	86396180
chr8	3712041	3712443
chr8	50394333	50394522
chr20	20107156	20107402
chr12	20885350	20886935
chr16	30587071	30587377
chr6	171004508	171004762
chr3	99832454	99833552
chr2	198148055	198148643
chr2	174018023	174019296
chr13	26007357	26008538
chr14	97894673	97894872
chr6	163526692	163527064
chr19	51683996	51684148
chr9	33307084	33307615
chr1	239001819	239002145
chr8	50572279	50572460
chr10	126406703	126406852
chr3	5028530	5029631
chr12	22415416	22415624
chr9	46700703	46701075
chr2	107228599	107229313
chr20	1521771	1524844
chrX	61872077	61872267
chr18	64578364	64578601
chr14	101437293	101437393
chr6	151762704	151764139
chr19	184034	184195
chr1	188169569	188169715
chr11	8452038	8452215
chr11	63756126	63757201
chr9	70329287	70329628
chr3	5600329	5600713
chr17	4771265	4771576
chr9	78170937	78171292
chr7	114968816	114969482
chr19	42878735	42879092
chr13	46432192	46432431
chr22	16334423	16334856
chr9	38473746	38474443
chr19	58343124	58343423
chr8	91993951	91994287
chr2	90132080	90132237
chr7	52054405	52054742
chr11	129129650	129129996
chr12	24531282	24531407
chr17	11538956	11539128
chr12	24593287	24593357
chr2	118719362	118719742
chr11	7135345	7136088
chr15	20792566	20793002
chr13	49910593	49910976
chr17	20009083	20009160
chr6	155548273	155548808
chr17	8979070	8979417
chr17	8430127	8430616
chr1	188422175	188422415
chr3	4577984	4578754
chr2	82552945	82553634
chr17	531738	531892
chr9	16674094	16674215
chr3	97460398	97460700
chr19	42997673	42998067
chr4	190059799	190059959
chr20	9898819	9899111
chr7	114070120	114070282
chr2	118586936	118587147
chr10	53290309	53290405
chr15	22197024	22197181
chr3	96243996	96244296
chr6	49858569	49872075
chr16	48594894	48595174
chr20	17304132	17304303
chr4	67341181	67341657
chr1	144093948	144094286
chr22	26603205	26603332
chr2	100411322	100411488
chr2	104904506	104905002
chr16	34363145	34363335
chr7	50983176	50983503
chr17	26630867	26632430
chr10	129050392	129050541
chr6	50504167	50504413
chr10	58806861	58812443
chr20	25662536	25662816
chr10	122680630	122681598
chr19	23708955	23709640
chr14	23169445	23170997
chr1	239291252	239291407
chr17	18457285	18457499
chr15	90852439	90852759
chr10	127398153	127398464
chr10	50853588	50854067
chr22	32639868	32639965
chr6	166434026	166434175
chr9	38102187	38102418
chr7	115549700	115550399
chr7	50732731	50732978
chr10	45763555	45763886
chr15	91563202	91563499
chr11	9413971	9414196
chr1	242944180	242944317
chr15	87535517	87535611
chr6	167521091	167521353
chr7	13535954	13536513
chr21	31355829	31356197
chr8	47866564	47869364
chr3	99735153	99735245
chr16	50801352	50808284
chr13	22783788	22784112
chr12	23618688	23619758
chr9	33017802	33018157
chr6	73504273	73505811
chr1	190530197	190530326
chr11	55498723	55498914
chr17	6236768	6236960
chr3	148858	149459
chr5	10506399	10506833
chr18	57394152	57398681
chr13	34873955	34874113
chr9	71686402	71687190
chr5	24385107	24386468
chr1	160209926	160210136
chr6	167908848	167909194
chr1	143475865	143476196
chr15	97309685	97311355
chr19	58983465	58983810
chr8	43068670	43068775
chr3	97590146	97590436
chr2	81257464	81257936
chr17	8503527	8503685
chr18	68230446	68230654
chr16	813397	813760
chr16	87748193	87748469
chr1	188179865	188180053
chr5	45496309	45496615
chr1	238087607	238088126
chr12	19292087	19292220
chr19	52795226	52795563
chr5	4710093	4715831
chr9	14005973	14006242
chr19	27892524	27892979
chr7	49961990	49962162
chr12	4818347	4818989
chr11	130590663	130594000
chr2	202827217	202827347
chr1	176303907	176304102
chr14	105627558	105627938
chr22	38240206	38240532
chr1	179961554	179961903
chr6	54787419	54787768
chr7	151072592	151072959
chr8	48760033	48760353
chr4	138933234	138933333
chr20	31872422	31873412
chr8	2106819	2107665
chr5	2969809	2969952
chr16	34713287	34713490
chr10	57525406	57525606
chr8	4301929	4302077
chr19	52572755	52573508
chr17	19792739	19792997
chr7	149921575	149922294
chr15	87333548	87333922
chr21	30843391	30843635
chr2	118440401	118440693
chr2	207780044	207780173
chr22	26711914	26712267
chr17	27724448	27725313
chr1	189288083	189288399
chr11	61697454	61698458
chr6	162165178	162165339
chr6	162792342	162792646
chr3	7449259	7449659
chr14	22897052	22897638
chr1	188586179	188586623
chr1	238951706	238952042
chr17	27879275	27879622
chr11	6879033	6879571
chr3	95151537	95152555
chr10	50296998	50297435
chr10	54087506	54087741
chr1	239688574	239690173
chr22	49883867	49884169
chr18	15094825	15095183
chr7	115292593	115293080
chr13	39672641	39672748
chr19	42094775	42096178
chr1	194240159	194240405
chr9	85593028	85593193
chr6	71869845	71870244
chr21	21259509	21259675
chr1	177696429	177696762
chr1	165646164	165646266
chr3	103565741	103565878
chr1	190813112	190814228
chr9	8903831	8904145
chr19	56556741	56556868
chr4	140111902	140112035
chr16	1282010	1282727
chr3	96827229	96827997
chr10	43474899	43475031
chr7	50540514	50540632
chr2	9115740	9115879
chr13	50683999	50684666
chr2	196335378	196336549
chr21	39385730	39386090
chr8	42464340	42464676
chr13	50662907	50664388
chr12	18144291	18153969
chr1	147058308	147058652
chr7	63352422	63352545
chr15	93539522	93539890
chr1	189644817	189644908
chr12	5710803	5711017
chr11	5223701	5223904
chr11	128920063	128920304
chr3	4885907	4886606
chr16	50763371	50763536
chr2	83080127	83085098
chr5	51949927	51950278
chr1	2049008	2049373
chr20	13269724	13271067
chr15	81412181	81413536
chr7	150349012	150349352
chr18	36478102	36479751
chr4	81457314	81457509
chr22	49609148	49609430
chr16	1854090	1855492
chr1	178915036	178915321
chr3	93813711	93822073
chr18	36514324	36514444
chr9	30213860	30214654
chr1	165660928	165666255
chr14	20721795	20722160
chr12	128451601	128451907
chr1	171009332	171009664
chr10	46902848	46902944
chr15	74357357	74357596
chr17	9952844	9952981
chr6	162877015	162885507
chr2	117357444	117358786
chr7	49651822	49652466
chr1	192399592	192400123
chr10	125604263	125604671
chr15	86189140	86189702
chr9	72564085	72564439
chr2	85345299	85346178
chr5	26986402	26986703
chr20	4972108	4972311
chr17	26508462	26509025
chr1	198757569	198757677
chr2	196208377	196208915
chr1	241395609	241396218
chr7	49445850	49446944
chr5	9374514	9374602
chr4	66179848	66180276
chr11	2821941	2822129
chr6	50074916	50075120
chr8	92450316	92450716
chr3	6009091	6009276
chr20	5673968	5674534
chr1	238107855	238108455
chr14	106230818	106231136
chr20	22142002	22142330
chr12	129061234	129061583
chr15	92268160	92268505
chrX	32670572	32671244
chr10	49493578	49494492
chr3	104149315	104150463
chr1	120570926	120571277
chr1	118519590	118520285
chr9	7126928	7127264
chr13	21190275	21190370
chr5	22631079	22631142
chr3	7250578	7250849
chr20	23966557	23966680
chr2	92256291	92256820
chr1	239784037	239784733
chr20	24381030	24381346
chr8	49001731	49003628
chr5	53665760	53666072
chr20	4516326	4516522
chr4	46461025	46461120
chr10	5117185	5117939
chr21	32365170	32365534
chr10	58381544	58381769
chr15	80250424	80250768
chr8	165304	165466
chr5	46122991	46123159
chr14	105297798	105298071
chr5	180124246	180124500
chr14	105886411	105886745
chr1	187740155	187741348
chr2	202454603	202454731
chr18	63387709	63390417
chr15	100575450	100575604
chr7	13687833	13688032
chr3	98583637	98583966
chr9	34014492	34015532
chr1	235937968	235939288
chr10	1865219	1865559
chr17	4289808	4289982
chr1	119913041	119913230
chr14	99438637	99438774
chr12	20785920	20786347
chr12	2409416	2409562
chr15	88295120	88295491
chr20	24689605	24689705
chr11	61987362	61987533
chr5	27354398	27354667
chr2	242897348	242897435
chr3	7491232	7492856
chr10	5776452	5776617
chr11	7897840	7898189
chr16	57311457	57311602
chr12	16852898	16866229
chr4	134080215	134080315
chr3	101905045	101905244
