chr	start	end
chr19_KI270938v1_alt	1038866	1039663
chr1_KI270763v1_alt	401822	402191
chr8_KI270813v1_alt	204540	204879
chr7_KI270809v1_alt	141226	141498
chr3_KI270895v1_alt	123676	123780
chr4_KI270790v1_alt	210032	210798
chr17_GL383563v3_alt	222857	223216
chr19_KI270920v1_alt	158333	159128
chr5_KI270793v1_alt	78876	80013
chr22_KI270879v1_alt	289605	290908
chr5_KI270793v1_alt	89421	89529
chr1_KI270760v1_alt	94049	97041
chr12_GL383549v1_alt	96140	96476
chr7_GL383534v2_alt	10613	11732
chr5_KI270897v1_alt	498657	498994
chr12_GL383551v1_alt	152362	152584
chr21_GL383581v2_alt	97684	98344
chr13_KI270843v1_alt	80690	80865
chr10_KI270825v1_alt	28423	28512
chr22_KI270739v1_random	35792	36118
chr5_KI270897v1_alt	277144	278316
chr12_GL383551v1_alt	29124	29327
chr19_KI270932v1_alt	188622	188873
chr7_KI270805v1_alt	82216	82337
chr17_KI270861v1_alt	123577	123831
chr5_GL383531v1_alt	56824	56939
chr10_KI270824v1_alt	55552	56992
chr4_KI270789v1_alt	8377	8961
chr22_KI270738v1_random	34190	36740
chr21_KI270874v1_alt	107378	107801
chr18_KI270864v1_alt	18993	19849
chr17_KI270861v1_alt	3444	4143
chr3_KI270777v1_alt	159604	159761
chr12_KI270833v1_alt	73588	73907
chr9_GL383540v1_alt	4189	4322
chr20_KI270869v1_alt	58222	58590
chr4_KI270790v1_alt	112771	113275
chr1_KI270707v1_random	21234	21483
chr19_KI270865v1_alt	6389	6453
chr8_KI270810v1_alt	279472	279837
chr3_GL000221v1_random	8787	8933
chr2_KI270773v1_alt	62466	62668
chr16_KI270856v1_alt	46683	46808
chr22_KI270733v1_random	7159	7310
chr19_GL383573v1_alt	314319	314561
chr17_KI270859v1_alt	4059	4270
chr12_KI270837v1_alt	38428	38542
chr9_KI270718v1_random	26221	26408
chr2_KI270715v1_random	154526	154699
chr15_GL383555v2_alt	215007	215250
chr16_KI270853v1_alt	1172187	1172779
chr22_GL383583v2_alt	95152	95347
chr2_GL383521v1_alt	92375	92688
chr2_KI270767v1_alt	12208	12414
chr1_KI270706v1_random	147240	147498
chr15_KI270850v1_alt	207404	207559
chr1_KI270762v1_alt	234987	235308
chr7_KI270808v1_alt	132871	133794
chr6_GL000252v2_alt	122842	123160
chr19_GL949748v2_alt	41331	41414
chr8_KI270821v1_alt	371119	372046
chr15_KI270849v1_alt	92660	92856
chr19_GL949753v2_alt	444168	444350
chr13_KI270843v1_alt	65162	65480
chr19_KI270919v1_alt	103446	103576
chr11_KI270832v1_alt	160002	160248
chr9_GL383541v1_alt	16868	18159
chr19_KI270919v1_alt	72826	73011
chr19_KI270886v1_alt	67614	68233
chr14_KI270846v1_alt	199913	200130
chr4_KI270787v1_alt	35330	35477
chr2_GL582966v2_alt	91800	92175
chr6_GL383533v1_alt	18474	19175
chr8_KI270901v1_alt	114354	114814
chr19_KI270886v1_alt	193651	193823
chr18_GL383567v1_alt	153276	153618
chr5_GL383532v1_alt	28893	29149
chr5_KI270897v1_alt	652036	652290
chr15_KI270849v1_alt	59138	59383
chr14_GL000194v1_random	53602	54036
chr17_GL383565v1_alt	27563	47917
chr1_GL383518v1_alt	32682	33256
chr18_GL383569v1_alt	127670	127985
chr9_GL383542v1_alt	34733	34900
chr12_KI270835v1_alt	128793	129122
chr5_KI270791v1_alt	192317	192940
chr19_GL949752v1_alt	969895	970232
chr16_KI270856v1_alt	4952	5647
chr12_GL383550v2_alt	124658	125367
chr8_KI270818v1_alt	38529	38682
chr5_KI270792v1_alt	172095	172223
chr3_GL383526v1_alt	168952	169448
chr8_KI270817v1_alt	58585	59073
chr6_KI270798v1_alt	264937	265143
chr19_KI270929v1_alt	5401	12882
chr21_KI270874v1_alt	121677	121800
chr4_GL000008v2_random	207737	207944
chr16_KI270855v1_alt	102718	102832
chr19_KI270929v1_alt	124550	124822
chr19_KI270921v1_alt	237077	237478
chr1_GL383520v2_alt	97243	97576
chr2_KI270893v1_alt	62271	62843
chr15_KI270906v1_alt	120719	120937
chr4_GL000257v2_alt	123	448
chr4_KI270789v1_alt	56120	56839
chr22_KI270737v1_random	19967	20702
chr19_KI270868v1_alt	1729	1934
chr14_KI270725v1_random	24203	24414
chr2_KI270774v1_alt	5659	5825
chr12_KI270836v1_alt	16570	34325
chr2_KI270715v1_random	158968	159329
chr9_KI270718v1_random	5518	6217
chr6_GL000252v2_alt	2283191	2283431
chr11_KI270827v1_alt	35883	36944
chr8_KI270811v1_alt	98425	99097
chr17_GL383565v1_alt	187956	188185
chr3_KI270781v1_alt	73944	75168
chr19_KI270922v1_alt	144060	144813
chr22_KI270736v1_random	130560	130654
chr19_KI270866v1_alt	10928	11260
chr14_KI270844v1_alt	107459	115841
chr15_KI270906v1_alt	130892	131107
chr8_KI270816v1_alt	109417	109702
chr19_KI270883v1_alt	143874	145168
chr3_GL000221v1_random	11907	12055
chr1_KI270892v1_alt	51039	51804
chr17_GL383563v3_alt	363623	363789
chr18_KI270912v1_alt	89155	89508
chr22_KI270877v1_alt	8184	8483
chr8_KI270926v1_alt	169407	170131
chr19	26486066	26487040
chr7_KI270808v1_alt	212352	212882
chr6_GL000254v2_alt	3452916	3453975
chr19_KI270884v1_alt	66460	66678
chr13_KI270841v1_alt	115521	116158
chr18	52696691	52702706
chr11_KI270831v1_alt	244839	244990
chr13_KI270839v1_alt	111006	111168
chr18_GL383568v1_alt	30865	31055
chr22_KI270732v1_random	26389	26673
chr11_JH159137v1_alt	112798	112992
chr8_KI270820v1_alt	29505	29639
chr12_KI270837v1_alt	16095	16671
chr7_KI270805v1_alt	148019	149499
chr4_KI270787v1_alt	23734	23960
chr17_KI270857v1_alt	2049180	2049668
chr18_KI270912v1_alt	59490	59972
chr2_KI270893v1_alt	103663	103793
chr22_KI270878v1_alt	89707	89910
chr3_KI270784v1_alt	138589	138899
chr11_KI270927v1_alt	171306	172321
chr8_KI270811v1_alt	61026	61700
chr11_KI270827v1_alt	11278	11551
chrM	8439	9104
chr19_GL949750v2_alt	856	1960
chr18_GL383572v1_alt	35051	35174
chr9_GL383541v1_alt	82183	82352
chr19_GL000209v2_alt	127887	128163
chr1_KI270708v1_random	30689	31047
chr19_KI270889v1_alt	50792	51017
chr14_GL000225v1_random	60305	60531
chr5_GL383532v1_alt	67894	74409
chr17_KI270858v1_alt	94248	94473
chr1_KI270764v1_alt	17045	17275
chr6_GL000256v2_alt	2355285	2355432
chr19_KI270886v1_alt	107245	108025
chr11_KI270832v1_alt	29070	29270
chr6_GL000252v2_alt	2873429	2873786
chr10_KI270825v1_alt	127962	128857
chr19_KI270882v1_alt	89468	89569
chr1_KI270765v1_alt	21476	22383
chr11_KI270927v1_alt	162226	162558
chr4_KI270896v1_alt	100550	100806
chr15_KI270851v1_alt	195904	196439
chr12_KI270836v1_alt	5635	8583
chr14_KI270723v1_random	14632	15000
chr4_KI270790v1_alt	11212	11906
chr12_KI270836v1_alt	2569	2822
chr12_KI270834v1_alt	22943	23151
chr8_KI270814v1_alt	39431	39586
chr15_GL383554v1_alt	50289	50372
chr7_KI270806v1_alt	150751	151912
chr1_KI270708v1_random	82084	82467
chr1_KI270711v1_random	15350	21070
chr12_GL877875v1_alt	107174	161564
chr8_KI270814v1_alt	52412	52785
chr8_KI270816v1_alt	61956	62286
chr8_KI270816v1_alt	261775	261940
chr12_KI270833v1_alt	2690	2938
chr3_KI270924v1_alt	54439	54584
chr1_KI270711v1_random	4911	5230
chr10_GL383545v1_alt	30269	30426
chr16_KI270728v1_random	1696162	1696653
chr9_KI270718v1_random	14274	15117
chr7_KI270808v1_alt	260432	260606
chr2	90244375	90244727
chr19_KI270929v1_alt	70077	70174
chr13_KI270840v1_alt	136239	136614
chr1_KI270710v1_random	15925	16298
chr17_GL383564v2_alt	44359	44981
chr8_KI270817v1_alt	21283	21938
chr2_KI270716v1_random	139625	139770
chr18_KI270863v1_alt	163064	163373
chr19_GL383574v1_alt	110265	117329
chr13_KI270843v1_alt	16336	16627
chr8_KI270822v1_alt	128829	128968
chr6_KI270798v1_alt	74395	74554
chr3_JH636055v2_alt	149048	149248
chr8_KI270819v1_alt	83807	83921
chr6_GL383533v1_alt	85513	85719
chr1_KI270761v1_alt	59985	60316
chr1_KI270763v1_alt	409238	409611
chr12_KI270904v1_alt	31148	31385
chr17_KI270908v1_alt	166272	166590
chr17_JH159147v1_alt	14862	15082
chr19_KI270916v1_alt	131072	131395
chr2_KI270893v1_alt	46989	47118
chr11_GL383547v1_alt	109286	112654
chr20_KI270869v1_alt	63950	64216
chr16_KI270856v1_alt	5383	6008
chr15_KI270848v1_alt	83239	83661
chr18_GL383567v1_alt	53320	53599
chr9_KI270720v1_random	15181	15343
chr19_GL949749v2_alt	820816	820966
chr14_GL000194v1_random	155633	155804
chr17_KI270908v1_alt	477327	477588
chr17_GL383566v1_alt	30207	30540
chr3_KI270778v1_alt	67337	67970
chr2_KI270771v1_alt	107304	107682
chr10_GL383546v1_alt	294006	295228
chr1_GL383518v1_alt	178985	180027
chr21_GL383579v2_alt	11772	11977
chr3_KI270779v1_alt	166826	168189
chr6_GL000255v2_alt	2096276	2096416
chr2_KI270776v1_alt	133397	133898
chr4_KI270786v1_alt	14652	15002
chr22_KI270735v1_random	11055	14360
chr19_KI270883v1_alt	85943	86104
chr4_KI270896v1_alt	279315	279547
chr22_KI270739v1_random	7306	7470
chr3_KI270782v1_alt	140166	140419
chr15_GL383555v2_alt	202009	202120
chr19_KI270914v1_alt	23306	23822
chr18_KI270911v1_alt	142004	142110
chr21_KI270874v1_alt	21454	21707
chr10_KI270825v1_alt	71257	71737
chr13_KI270840v1_alt	63493	63790
chr5_GL383531v1_alt	96467	97547
chr1_KI270761v1_alt	162656	162793
chr11_KI270830v1_alt	50561	50662
chr7_KI270806v1_alt	54275	54656
chr22_KI270732v1_random	547	5949
chr3_KI270784v1_alt	42570	52622
chr14_GL000225v1_random	139839	140589
chr4_KI270786v1_alt	96805	96997
chr14_KI270844v1_alt	173078	173213
chr15_KI270906v1_alt	100733	101526
chr1_GL383518v1_alt	154393	154516
chr3_GL383526v1_alt	165009	165171
chr22_KI270734v1_random	40506	41221
chr1_KI270714v1_random	30131	30400
chr19_KI270888v1_alt	85528	85704
chr12_KI270834v1_alt	52896	53035
chr15_KI270849v1_alt	77419	77598
chr22_KI270734v1_random	146891	147245
chr19_GL949753v2_alt	225881	226040
chr22_KI270738v1_random	43564	43630
chr10_GL383545v1_alt	83279	84533
chr9_KI270718v1_random	25788	26150
chr22_GL383582v2_alt	96904	97149
chr18_GL383568v1_alt	76541	76615
chr7_KI270803v1_alt	126053	126345
chr4_KI270896v1_alt	115357	115511
chr19_KI270933v1_alt	32097	32435
chr18_GL383568v1_alt	18545	18847
chr12_KI270834v1_alt	88672	88966
chr14_KI270724v1_random	28316	28592
chr9_KI270717v1_random	31456	32063
chrY_KI270740v1_random	16419	16531
chr3_KI270781v1_alt	69810	70020
chr18	63918686	63919023
chr2_KI270894v1_alt	1174	1355
chr16_GL383556v1_alt	15891	16841
chr17_JH159147v1_alt	58943	64507
chr7_KI270806v1_alt	111314	111469
chr16_KI270855v1_alt	16868	17360
chr22_KI270736v1_random	25069	29027
chr19_GL949749v2_alt	834940	835107
chr5_GL383530v1_alt	43385	43855
chr9_GL383542v1_alt	8122	8422
chr19_KI270882v1_alt	42327	42434
chr4_KI270787v1_alt	26838	27088
chr3_GL383526v1_alt	82000	82139
chr19_GL949747v2_alt	139621	139809
chr14_KI270845v1_alt	93134	93415
chr14_KI270726v1_random	5917	6189
chr9_KI270823v1_alt	377431	377635
chr19_GL949751v2_alt	10915	11306
chr19_KI270921v1_alt	17690	18062
chr17_KI270861v1_alt	78471	80138
chr7_KI270803v1_alt	634336	634573
chr16_KI270856v1_alt	21176	21368
chr8_KI270816v1_alt	1157	1532
chr2_KI270894v1_alt	6446	6591
chr18_KI270863v1_alt	74794	75105
chr17_GL383563v3_alt	363031	363204
chr9_KI270718v1_random	23704	24284
chr22_KI270734v1_random	111818	112257
chr19_KI270915v1_alt	30562	30914
chr19_KI270918v1_alt	80720	80903
chr1_GL383520v2_alt	9433	9653
chr12_GL383549v1_alt	90858	91257
chr19_KI270918v1_alt	99120	100294
chr6_KI270802v1_alt	24741	25588
chr18_GL383569v1_alt	131236	131569
chr19_KI270920v1_alt	97475	97650
chr1_KI270766v1_alt	59242	60058
chr13_KI270839v1_alt	124105	124233
chr10_KI270825v1_alt	144658	149406
chr7_KI270805v1_alt	111126	111222
chr3_GL000221v1_random	1246	1921
chr2_KI270774v1_alt	115307	115889
chr14_GL000194v1_random	39253	39560
chr1_KI270761v1_alt	40503	40876
chr11_GL383547v1_alt	136041	138247
chr1_KI270711v1_random	19696	26250
chr5_KI270898v1_alt	99324	99466
chr8_KI270815v1_alt	122512	122777
chr5_GL383531v1_alt	143019	143101
chr4_KI270785v1_alt	42213	42579
chr12_KI270836v1_alt	50858	50963
chr2_KI270772v1_alt	83666	84045
chr1_KI270707v1_random	21051	21267
chr2_KI270715v1_random	55265	55602
chr2_GL582966v2_alt	82788	82954
chr14_KI270847v1_alt	99914	100219
chr17_JH159147v1_alt	61594	62049
chr19_KI270918v1_alt	54429	54730
chr7_KI270807v1_alt	102211	102321
chr2_GL582966v2_alt	84542	84714
chr16_KI270853v1_alt	1597299	1597397
chr4_KI270788v1_alt	19423	19781
chr12_KI270835v1_alt	126879	127401
chr6_GL383533v1_alt	7327	7623
chr13_KI270839v1_alt	115765	115907
chr17_JH159146v1_alt	192501	193082
chr19_KI270887v1_alt	54383	54493
chr12_KI270833v1_alt	53302	54067
chr16_GL383557v1_alt	59207	59608
chr19_KI270916v1_alt	162243	162476
chr8_KI270821v1_alt	672665	673482
chr19_GL383576v1_alt	29845	30310
chr8_KI270812v1_alt	224900	225816
chr7_KI270899v1_alt	180050	180284
chr11_KI270830v1_alt	150573	150917
chr19_GL949746v1_alt	585261	585697
chr8_KI270821v1_alt	541591	541839
chr2_KI270893v1_alt	148004	148409
chr2_GL383522v1_alt	9341	9715
chr1_KI270706v1_random	134066	134529
chr17_GL000205v2_random	142645	142778
chr14_GL000225v1_random	30075	30393
chr6_KI270797v1_alt	45273	45586
chr8_KI270814v1_alt	129172	129334
chr5_GL383531v1_alt	140823	140982
chr14_KI270844v1_alt	21417	21708
chr4_GL383528v1_alt	172035	172221
chr15_KI270905v1_alt	3384854	3385190
chr19_KI270885v1_alt	77398	77828
chr17_KI270729v1_random	3259	3410
chr11_KI270826v1_alt	159001	159317
chr19_KI270929v1_alt	5971	6719
chr11_KI270827v1_alt	8593	8815
chr17_KI270859v1_alt	90946	92274
chr19_GL383573v1_alt	79468	79735
chr3_KI270934v1_alt	152288	152383
chr18_GL383567v1_alt	204313	205817
chr3_KI270777v1_alt	168984	169347
chr2_KI270775v1_alt	47068	47359
chr2_KI270770v1_alt	35116	36093
chr4_KI270790v1_alt	204370	205061
chr19_KI270891v1_alt	107125	107282
chr1_KI270708v1_random	3146	3499
chr2_KI270776v1_alt	5711	5861
chr8_KI270926v1_alt	139649	139986
chr1_KI270763v1_alt	481697	482030
chr21_GL383580v2_alt	32547	33127
chr19_KI270868v1_alt	56222	56768
chr1_KI270713v1_random	10883	10998
chr21_GL383580v2_alt	34589	35137
chr19_KI270866v1_alt	14147	14838
chr3_KI270777v1_alt	38434	38582
chr19_KI270885v1_alt	52980	53319
chr11_KI270826v1_alt	70441	70789
chr21_KI270874v1_alt	18845	18912
chr19_KI270883v1_alt	141089	141401
chr19_KI270930v1_alt	61620	61895
chr19_KI270921v1_alt	175796	176850
chr2_GL383521v1_alt	13816	14171
chr16_KI270728v1_random	135494	136193
chr11_KI270826v1_alt	84349	84589
chr14_KI270844v1_alt	225002	225389
chr2_KI270774v1_alt	149658	150377
chr7_KI270808v1_alt	191065	191331
chr11_KI270831v1_alt	274819	275008
chr12_KI270837v1_alt	12903	13162
chr1_KI270892v1_alt	19413	19621
chr8_KI270821v1_alt	696035	696161
chr3_KI270935v1_alt	83058	83421
chr6_KI270800v1_alt	126372	126573
chr14_KI270846v1_alt	1283687	1283984
chr17_KI270908v1_alt	797491	798602
chr11_KI270827v1_alt	46280	46480
chr19_GL949747v2_alt	371395	371603
chr12_GL383553v2_alt	42625	43213
chr6_GL383533v1_alt	76971	77510
chr18_GL383572v1_alt	126264	126360
chr5_GL000208v1_random	83224	83881
chr19_KI270868v1_alt	42174	42681
chr4_KI270786v1_alt	91165	91498
chr21_KI270873v1_alt	117868	119780
chr3_KI270778v1_alt	25190	25317
chr13_KI270841v1_alt	15134	15433
chr13_KI270840v1_alt	61088	61504
chr4_KI270785v1_alt	57590	57893
chr4_KI270789v1_alt	104121	104471
chr15_KI270850v1_alt	149663	149973
chr12_GL383551v1_alt	24093	24749
chr19_GL383573v1_alt	63931	64211
chr4_KI270925v1_alt	11815	12164
chr19_KI270865v1_alt	34499	34800
chr6_GL000253v2_alt	4308763	4309884
chr1_KI270713v1_random	7364	8016
chr11_KI270830v1_alt	137966	139114
chr3_KI270779v1_alt	148794	149068
chr12_KI270835v1_alt	33340	33654
chr22_KI270735v1_random	34909	35269
chr18_GL383569v1_alt	85191	85422
chr13_KI270839v1_alt	57865	58118
chr6_KI270800v1_alt	154801	155056
chr7_KI270805v1_alt	35069	35405
chr8_KI270819v1_alt	30623	30774
chr17_KI270857v1_alt	1471941	1472038
chr17_GL383565v1_alt	20283	20528
chr13_KI270842v1_alt	16489	17004
chr6_KB021644v2_alt	10939	11194
chr14_KI270724v1_random	21225	21370
chr13_KI270841v1_alt	155152	155339
chr7_KI270807v1_alt	82049	82415
chr1_GL383519v1_alt	32941	34049
chr19_KI270890v1_alt	56444	56569
chr19_GL949753v2_alt	507781	507891
chr15_KI270851v1_alt	115447	115609
chr6_KI270798v1_alt	91029	91223
chrX_KI270880v1_alt	242431	242663
chr22_KI270876v1_alt	130975	131516
chr7_KI270806v1_alt	125460	125606
chr19_KI270930v1_alt	126758	127141
chr19_GL383573v1_alt	320040	320408
chr19_KI270923v1_alt	23834	23936
chr2_KI270771v1_alt	12647	12871
chr1_KI270765v1_alt	49561	49722
chr2_GL383521v1_alt	12312	12538
chr22_KI270734v1_random	18421	19254
chr9_GL383539v1_alt	12998	13262
chr22_KI270736v1_random	172738	172915
chr11_KI270927v1_alt	54715	54848
chr17_KI270909v1_alt	7807	8198
chr9_GL383540v1_alt	67990	68207
chr12_GL383550v2_alt	22132	22521
chr5_KI270796v1_alt	32864	33245
chr19_GL949746v1_alt	957985	958318
chr5_GL949742v1_alt	142470	143406
chr3_KI270934v1_alt	81894	82090
chr5_GL383532v1_alt	10007	10148
chr1_KI270709v1_random	38422	38711
chr17_JH159147v1_alt	15299	16775
chr17_KI270857v1_alt	110063	110164
chr8_KI270810v1_alt	39968	40268
chr4_KI270786v1_alt	81279	81540
chr14_GL000225v1_random	51490	52071
chr17_KI270858v1_alt	21408	21635
chr5_KI270791v1_alt	170639	171014
chr15_KI270849v1_alt	204563	205471
chr19_KI270930v1_alt	129189	129532
chr2_KI270769v1_alt	332	1595
chr17_KI270862v1_alt	25191	25356
chr19_KI270914v1_alt	132960	133166
chr6_KI270800v1_alt	153218	153492
chr14_GL000194v1_random	169678	170035
chr19_KI270883v1_alt	73431	73523
chr4_KI270789v1_alt	80317	81408
chr7_KI270899v1_alt	29397	32524
chr6_KI270798v1_alt	243440	243604
chr7_KI270809v1_alt	101094	102949
chr7_KI270807v1_alt	83421	83568
chr15_KI270848v1_alt	74963	75067
chr13_KI270841v1_alt	165323	165402
chr19_KI270867v1_alt	134802	134989
chrY_KI270740v1_random	324	493
chr17_JH159148v1_alt	36506	37860
chr17_JH159147v1_alt	57176	57556
chr1_KI270707v1_random	17421	17958
chr22_KI270878v1_alt	183377	183520
chr3_GL383526v1_alt	111845	112160
chr1_KI270760v1_alt	38762	38908
chr6_KB021644v2_alt	163801	164048
chr4_GL000257v2_alt	206600	206863
chr18_KI270912v1_alt	58699	59260
chr8_KI270819v1_alt	59961	60113
chr6_GL000251v2_alt	2536527	2537067
chr18_KI270863v1_alt	124007	124148
chr6_KI270800v1_alt	80799	81197
chr8_KI270821v1_alt	737581	737974
chr21_KI270874v1_alt	140025	140680
chr14_KI270846v1_alt	704353	704566
chr12_GL877875v1_alt	156585	156911
chr19_KI270921v1_alt	210265	210577
chr13_KI270839v1_alt	52817	53252
chr1_KI270760v1_alt	2176	2246
chr10_GL383546v1_alt	275801	276358
chr19_GL383576v1_alt	117694	117973
chr22_KI270738v1_random	71679	71870
chr19_KI270868v1_alt	32370	32695
chr1_KI270709v1_random	46786	47414
chr10_KI270825v1_alt	125139	129711
chr21_GL383581v2_alt	26075	31724
chr1_KI270709v1_random	49763	49864
chr13_KI270843v1_alt	94266	94639
chr11_KI270830v1_alt	121703	125060
chr1_KI270706v1_random	22313	22482
chr9_GL383540v1_alt	9428	9690
chr9_GL383540v1_alt	7621	13440
chr22_GL383583v2_alt	76032	76235
chr9_KI270823v1_alt	351958	352128
chr5_KI270794v1_alt	84158	84341
chr19_GL383575v2_alt	75512	75709
chr3_GL383526v1_alt	157280	157381
chr22_GL383582v2_alt	135888	136032
chr12_GL877875v1_alt	93331	94051
chr6_GL383533v1_alt	122138	122402
chr12_KI270836v1_alt	26371	26645
chr1_GL383518v1_alt	136796	137025
chr1_KI270707v1_random	30652	30969
chr11_KI270902v1_alt	39483	39615
chr4_KI270787v1_alt	73997	74264
chr2_GL383522v1_alt	82085	82212
chr2_KI270894v1_alt	189394	189708
chr17_KI270907v1_alt	73482	73720
chr19_KI270887v1_alt	81359	81561
chr2_GL383521v1_alt	13912	14242
chr4_GL383528v1_alt	344977	345263
chr4_KI270925v1_alt	268516	268865
chr1_KI270714v1_random	31937	32261
chr13_KI270840v1_alt	76703	77005
chr6_GL000252v2_alt	3525702	3526001
chr19_KI270887v1_alt	21808	21906
chr8_KI270926v1_alt	97366	97591
chr8_KI270816v1_alt	275635	275810
chr12_GL877876v1_alt	252413	252529
chr17_GL383563v3_alt	197887	199100
chr17_GL383564v2_alt	6480	6921
chr17_GL383565v1_alt	168512	168904
chr14_KI270722v1_random	27026	27398
chr16_GL383557v1_alt	62620	63096
chr6_GL000253v2_alt	538320	538450
chr12_KI270833v1_alt	2731	3812
chr2_KI270772v1_alt	70519	70792
chr1_KI270712v1_random	9219	9588
chr8_KI270817v1_alt	142153	142439
chr21_GL383579v2_alt	74239	74388
chr22_KI270875v1_alt	256591	256967
chr15_KI270906v1_alt	37611	37935
chr5_KI270794v1_alt	115661	116046
chr19_KI270866v1_alt	42898	43066
chr9_KI270720v1_random	12659	13889
chr2_KI270769v1_alt	66649	66789
chr19_KI270923v1_alt	41759	41958
chr1_KI270710v1_random	6968	7174
chr17_KI270730v1_random	27183	28548
chr2_KI270894v1_alt	20567	20725
chr17_KI270910v1_alt	115586	115753
chr9_GL383541v1_alt	52051	52550
chr19_KI270888v1_alt	138255	138827
chr9_GL383541v1_alt	41376	42875
chr5_GL383530v1_alt	65077	65285
chr1_KI270709v1_random	1946	2370
chr6_KI270802v1_alt	45789	46223
chrX_KI270913v1_alt	93452	93746
chr19_KI270865v1_alt	12015	12344
chr22_KI270737v1_random	9780	9905
chr19_KI270917v1_alt	178734	183168
chr22_KI270734v1_random	11231	11537
chr19_KI270919v1_alt	5280	5547
chr11_KI270827v1_alt	27982	29437
chr19_KI270933v1_alt	67727	68000
chr3_KI270924v1_alt	69091	69612
chr21_KI270873v1_alt	99901	100167
chr12_GL877876v1_alt	205361	205954
chr2_KI270767v1_alt	5844	9229
chr3_KI270781v1_alt	70812	70912
chr22_KI270738v1_random	85493	85737
chr11_KI270830v1_alt	33365	34754
chr19_KI270931v1_alt	46747	46932
chr18_GL383567v1_alt	246967	247154
chr1_KI270709v1_random	39748	40339
chr18_KI270912v1_alt	149014	149327
chr1_KI270761v1_alt	130458	131181
chr1_KI270761v1_alt	79868	80104
chr7_KI270806v1_alt	58472	58780
chr3_KI270937v1_alt	91549	91756
chr4_KI270785v1_alt	13869	14223
chr22_KI270737v1_random	55056	72534
chr1_KI270759v1_alt	10107	10856
chr22_KI270738v1_random	95573	95927
chr11_KI270827v1_alt	54348	54553
chr11_JH159137v1_alt	24514	24696
chr3_KI270781v1_alt	2409	4200
chr15_KI270848v1_alt	61098	61335
chr2_KI270773v1_alt	20428	20539
chr19_KI270915v1_alt	60432	60929
chr2_KI270772v1_alt	96757	97126
chr11_KI270831v1_alt	191428	191593
chr8_KI270926v1_alt	41146	41600
chr3_KI270936v1_alt	39550	39772
chr19_GL949747v2_alt	169284	169396
chr11_KI270827v1_alt	18374	19221
chr1_KI270764v1_alt	26525	26815
chr12_KI270836v1_alt	25691	25800
chr3_GL383526v1_alt	126986	127115
chr21_KI270873v1_alt	109125	109386
chr12_GL383550v2_alt	36674	37790
chr5_GL383532v1_alt	53358	53718
chr4_KI270789v1_alt	5590	5906
chr8_KI270817v1_alt	30743	31047
chr14_GL000225v1_random	19360	19911
chr14_KI270844v1_alt	180907	186651
chr15_KI270851v1_alt	36546	36884
chr15_GL383555v2_alt	286977	287175
chr22_KI270877v1_alt	99493	99848
chr8_KI270813v1_alt	113943	114094
chr17_KI270860v1_alt	70349	70572
chr11_KI270902v1_alt	13385	13763
chr9_GL383540v1_alt	55609	55979
chr9_GL383540v1_alt	55035	55578
chr5_KI270791v1_alt	103836	105295
chr8_KI270818v1_alt	137276	137641
chr19_KI270889v1_alt	112669	113333
chr19_GL383576v1_alt	95893	96087
chr19_KI270888v1_alt	64553	75440
chr2_KI270715v1_random	17441	17784
chr5_KI270794v1_alt	38863	39033
chr3_KI270782v1_alt	148592	149249
chr8_KI270821v1_alt	412858	413943
chr14_KI270724v1_random	29230	29372
chr8_KI270901v1_alt	36603	37214
chr11_KI270902v1_alt	45715	45838
chr19_KI270932v1_alt	172300	172463
chr7_KI270805v1_alt	129102	129375
chr19_KI270918v1_alt	108969	109264
chr3_KI270778v1_alt	76565	77543
chr17_GL383564v2_alt	30898	31066
chr17_JH159147v1_alt	12769	13069
chr5_GL383531v1_alt	74965	75168
chr7_KI270806v1_alt	10885	11100
chr3_KI270936v1_alt	149209	149398
chr6_KI270800v1_alt	173582	173785
chr19_KI270886v1_alt	100939	101058
chr19_KI270882v1_alt	10874	11071
chr8_KI270819v1_alt	31421	31585
chr19_GL383574v1_alt	130526	130896
chr19_GL949747v2_alt	182002	182355
chr22_KI270738v1_random	79344	79486
chr9_KI270720v1_random	30761	31051
chr12_GL383550v2_alt	133812	134015
chr1_KI270706v1_random	137496	137969
chr11_KI270832v1_alt	167222	167427
chr11_KI270832v1_alt	63263	63414
chr5_KI270795v1_alt	31349	31701
chr10_KI270824v1_alt	101079	101448
chr5_KI270794v1_alt	73662	73888
chr15_KI270849v1_alt	194132	195617
chr6_KI270801v1_alt	842174	858766
chr19_KI270866v1_alt	19030	26720
chr15_KI270727v1_random	387864	388089
chr1_GL383520v2_alt	138770	139049
chr19_KI270921v1_alt	275322	275554
chr8_KI270811v1_alt	236264	236584
chr6_GL000255v2_alt	4307893	4335680
chr17_KI270859v1_alt	91024	91199
chr11_KI270927v1_alt	111648	111783
chr17_KI270729v1_random	76129	76877
chr2_KI270716v1_random	115522	116972
chr5_KI270791v1_alt	179818	180180
chr19_KI270886v1_alt	145139	145399
chr17_KI270729v1_random	209830	210589
chr2_KI270771v1_alt	14989	15333
chr11_KI270832v1_alt	186936	187777
chr17_JH159148v1_alt	40610	40764
chr4_KI270788v1_alt	140043	140321
chr22_KI270877v1_alt	46342	46581
chr16_GL383557v1_alt	57845	58648
chr16_KI270856v1_alt	40185	40882
chr14_KI270725v1_random	84117	84297
chr8_KI270817v1_alt	141526	150895
